,Tipo de Documento,Documento,Nome,Fontes
22,CNPJ,21998973000131,AMANDA REFRIGERACAO LTDA - ME,socios-brasil
2,CNPJ,02172904000120,AMANDA REGINA DA SILVA COMERCIO E REPRESENTACOES LTDA.,socios-brasil
15,CNPJ,20040227000178,AMANDA REGINA DOS REIS PONTICELI & CIA LTDA - ME,socios-brasil
31,CNPJ,25408288000169,AMANDA-RENATA UNILESTE-DIR-2019-2,socios-brasil
37,CNPJ,21352365000155,AMANDA REPRESENTACAO COMERCIAL EIRELI,socios-brasil
38,CNPJ,02000513000128,AMANDA REPRESENTACAO COMERCIAL LTDA - ME,socios-brasil
39,CNPJ,10280517000135,AMANDA REPRESENTACAO COMERCIAL LTDA - ME,socios-brasil
40,CNPJ,04144829000119,AMANDA REPRESENTACOES COMERCIAIS LTDA - ME,socios-brasil
41,CNPJ,10639851000132,AMANDA REPRESENTACOES DE ALIMENTOS LTDA - ME,socios-brasil
42,CNPJ,02803919000149,AMANDA REPRESENTACOES LTDA,socios-brasil
43,CNPJ,05673904000100,AMANDA REPRESENTACOES LTDA,socios-brasil
44,CNPJ,23750310000129,AMANDA REPRESENTACOES LTDA - ME,socios-brasil
45,CNPJ,04884580000188,AMANDA REPRESENTACOES LTDA - ME,socios-brasil
46,CNPJ,09135193000162,AMANDA REPRESENTACOES LTDA - ME,socios-brasil
47,CNPJ,20960603000142,AMANDA REPRESENTACOES LTDA. - ME,socios-brasil
48,CNPJ,23752671000104,AMANDA REPRESENTAÇÕES LTDA - ME,socios-brasil
49,CNPJ,01438125000160,AMANDA REPRESENTACOES S/C LTDA - ME,socios-brasil
12,CNPJ,06323558000194,AMANDA REZENDE BUFFET E DECORACAO LTDA - ME,socios-brasil
27,CNPJ,13603361000174,AMANDA RHODES COMERCIO DE VESTUARIO E CALCADOS LTDA - ME,socios-brasil
33,CNPJ,97548712000181,AMANDA RIBEIRO LOUZADA 06202148640,gastos-diretos
39,CNPJ,05384346000154,AMANDA RIBEIRO MARINHO & CIA LTDA - ME,socios-brasil
4,CNPJ,22367029000149,AMANDA RIBEIRO NAVAS & CIA. LTDA. - ME,socios-brasil
6,CNPJ,18984129000147,AMANDA RIBEIRO NUNES DA SILVA E CIA LTDA,socios-brasil
38,CNPJ,27089281000157,AMANDA RIBEIRO TAVARES EIRELI - ME,socios-brasil
0,CNPJ,29108060000104,AMANDA RICARDO - SOCIEDADE INDIVIDUAL DE ADVOCACIA,socios-brasil
14,CNPJ,12040456000164,AMANDARI GASTRONOMIA LTDA. - ME,socios-brasil
19,CNPJ,03400919000160,AMANDARI LTDA - ME,socios-brasil
23,CNPJ,02791979000199,AMANDA RIO MODAS LTDA,socios-brasil
30,CNPJ,07173975000160,AMANDARI PARTICIPACOES LTDA. - ME,socios-brasil
46,CNPJ,05646160000126,AMANDARI VIAGENS TURISMO E EVENTOS LTDA - ME,socios-brasil
26,CNPJ,03407404000192,AMANDA ROBERTA PEREIRA E CIA LTDA - ME,socios-brasil
41,CNPJ,23269645000120,AMANDA ROCCO QUERO CHURROS EIRELI - ME,socios-brasil
44,CNPJ,19623620000105,AMANDA ROCHA ADMINISTRADORA E CORRETORA DE SEGUROS LTDA - ME,socios-brasil
41,CNPJ,09080962000172,AMANDA RODRIGUES & CIA LTDA - ME,socios-brasil
36,CNPJ,12467540000169,AMANDA RODRIGUES DA SILVA & CIA LTDA - ME,socios-brasil
19,CNPJ,11389139000195,AMANDA RODRIGUES E FERNANDO JUNIOR CONFECCOES LTDA - ME,socios-brasil
1,CNPJ,27039547000157,AMANDA RODRIGUES JUNQUEIRA E CIA LTDA - ME,socios-brasil
4,CNPJ,19920802000148,AMANDA RODRIGUES LEITAO - ME [AMB CONSULT SOLUCOES AMBIENTAIS],gastos-diretos
6,CNPJ,05477748000101,AMANDA RODRIGUES LEMOS & CIA LTDA - ME,socios-brasil
20,CNPJ,20184664000165,AMANDA ROSA DE SOUZA & CIA LTDA - ME,socios-brasil
30,CNPJ,04449273000179,AMANDA ROSA PEREIRA & CIA LTDA - ME,socios-brasil
7,CNPJ,14967924000176,AMANDA ROSSI CONFECCOES LTDA - ME,socios-brasil
11,CNPJ,22155578000150,AMANDA ROSSI EVENTOS LTDA - ME,socios-brasil
15,CNPJ,11065030000100,"AMANDA ROSSI MODAS, CONFECCOES E CALCADOS LTDA - ME",socios-brasil
18,CNPJ,23481387000140,AMANDA ROSSI SERVICOS ADMINISTRATIVOS EIRELI - ME,socios-brasil
20,CNPJ,26189973000104,AMANDA ROUPARIAS LTDA - ME,socios-brasil
21,CNPJ,29149349000171,AMANDA ROUPAS E ACESSORIOS LTDA - ME,socios-brasil
24,CNPJ,24615830000191,AMANDA R S DOS SANTOS & CIA LTDA - ME,socios-brasil
25,CNPJ,04402275000102,AMANDA R. SOUSA COMERCIO DE BIJUTERIAS LTDA - ME,socios-brasil
14,CNPJ,21024832000118,AMANDA SABRINA DA SILVA CAMPOS E CIA LTDA - ME,socios-brasil
22,CNPJ,24980810000110,AMANDA SABRINA SOARES DE SOUSA 36473831800,gastos-diretos
31,CNPJ,26159110000194,AMANDA SAGRADO E OUTRO,socios-brasil
37,CNPJ,12347426000103,AMANDA SALAO DE EMBELEZAMENTO LTDA - ME,socios-brasil
38,CNPJ,10390674000101,AMANDA SALAO DE VEICULOS LTDA - ME,socios-brasil
41,CNPJ,19094469000165,"AMANDA SALDANHA, INDUSTRIA E COMERCIO DE CONFECCAO LTDA - ME",socios-brasil
48,CNPJ,04545096000124,AMANDA SALES COUNTRY LTDA - ME,socios-brasil
15,CNPJ,03755671000150,"AMANDA S ALIMENTOS, LANCHES E REFEICOES LTDA - ME",socios-brasil
34,CNPJ,08406156000189,AMANDA & SAMANTA GENEROZO DIGITACAO LTDA - ME,socios-brasil
37,CNPJ,13510139000127,AMANDA SANTANA DA SILVA E CIA LTDA - ME,socios-brasil
42,CNPJ,10188416000139,AMANDA SANTINI CABELO E ESTETICA LTDA - ME,socios-brasil
44,CNPJ,25099217000121,AMANDA SANTORO ASSESSORIA E MARKETING - EIRELI - ME,socios-brasil
7,CNPJ,28412312000121,AMANDA SANTOS DA SILVA EIRELI - ME,socios-brasil
11,CNPJ,06877560000105,AMANDA SAPATARIA CONSERVATORIA LTDA - ME,socios-brasil
24,CNPJ,28504750000110,AMANDA SARAIVA RIBEIRO EIRELI - ME,socios-brasil
25,CNPJ,05616660000115,AMANDA & SARA MELO LTDA - ME,socios-brasil
14,CNPJ,02633955000101,AMANDA ' S BAR LTDA - ME,socios-brasil
17,CNPJ,07572036000199,AMANDAS' CAR COMERCIO DE VEICULOS LTDA - ME,socios-brasil
8,CNPJ,24040747000131,AMANDA SCHUAISA DE SOUZA & CIA LTDA - ME,socios-brasil
21,CNPJ,17911442000192,AMANDA'S COMERCIO DE MODA INTIMA LTDA - ME,socios-brasil
22,CNPJ,24962480000130,AMANDA S. CORREA EIRELI - ME,socios-brasil
23,CNPJ,15838818000155,AMANDA S COSTA SERVICOS DE BUFFET E DECORACOES LTDA - ME,"socios-brasil,gastos-diretos"
28,CNPJ,08582745000118,AMANDA'S DE FRIBURGO COMERCIO DE ROUPAS LTDA - ME,socios-brasil
29,CNPJ,04970116000104,AMANDAS DISTRIBUIDORA DE AGUA MINERAL LTDA,socios-brasil
12,CNPJ,17635892000108,AMANDA SERRA ALIMENTOS EIRELI - ME,socios-brasil
17,CNPJ,06011269000150,AMANDA - SERVICOS E CONSULTORIA PARA EMPRESAS LTDA,socios-brasil
18,CNPJ,01222291000125,AMANDA - SERVICOS LTDA.,socios-brasil
19,CNPJ,04058548000143,AMANDA SERVICOS LTDA - ME,socios-brasil
29,CNPJ,27686515000143,AMANDA S. F. MARIAMA EIRELI - ME,socios-brasil
43,CNPJ,14078441000110,AMANDA SHOES COMERCIO E REPRESENTACAO DE ROUPAS E CALCADOS LTDA - ME,socios-brasil
12,CNPJ,25152429000125,AMANDA SILVA DA COSTA PEREIRA - EIRELI - ME,socios-brasil
21,CNPJ,04479699000175,AMANDA SILVA DOS SANTOS EIRELI - ME,socios-brasil
41,CNPJ,27127447000182,AMANDA SILVA GERBASI SOCIEDADE INDIVIDUAL DE ADVOCACIA,socios-brasil
13,CNPJ,12634874000180,AMANDA SILVA REIS 00384295606,gastos-diretos
25,CNPJ,21662082000100,AMANDA SIMOES RODRIGUES E AGNALDO RODRIGUES,socios-brasil
27,CNPJ,07813194000193,AMANDA SIMOES SANTOS E CIA LTDA - ME,socios-brasil
12,CNPJ,03902762000171,AMANDA'S KILO GRILL & CIA.RESTAURANTE LTDA - ME,socios-brasil
14,CNPJ,10410187000155,AMANDA SLIM ESTETICA E COMERCIO LTDA - ME,socios-brasil
15,CNPJ,07972861000180,AMANDA'S LOCACOES E TRANSPORTES LTDA - ME,socios-brasil
18,CNPJ,19044796000102,AMANDA SNIRIA DANTAS LACERDA EIRELI - ME,socios-brasil
43,CNPJ,26461404000176,AMANDA SOARES CUBAS EIRELI - EPP,socios-brasil
46,CNPJ,22308877000187,AMANDA SOARES EIRELI - ME,socios-brasil
10,CNPJ,03958368000155,AMANDA SOARES GONCALVES & CIA LTDA - ME,socios-brasil
23,CNPJ,08080747000109,AMANDA SOLUCOES EM ARMARINHOS LTDA - ME,socios-brasil
26,CNPJ,08928406000140,AMANDA SOMENSI & CIA LTDA - ME,socios-brasil
42,CNPJ,11025648000139,AMANDA SOUSA ARQUITETURA LTDA,socios-brasil
9,CNPJ,27473400000170,AMANDA SOUZA E SILVA EIRELI,socios-brasil
48,CNPJ,09101803000107,AMANDA SOUZA PINHEIRO PEREIRA & CIA LTDA - ME,socios-brasil
30,CNPJ,17537432000139,AMANDA'S PANIFICADORA E MINI-MERCADO LTDA - ME,socios-brasil
38,CNPJ,05803666000100,AMANDA'S REPRESENTACOES LTDA - ME,socios-brasil
40,CNPJ,03945059000140,AMANDAS SECRETS INDUSTRIA E COMERCIO LTDA - ME,socios-brasil
9,CNPJ,02551519000193,AMANDA STORE COMERCIO DE ROUPAS LTDA,socios-brasil
19,CNPJ,24835117000153,AMANDAS VEICULOS AUTOMOTORES LTDA,socios-brasil
31,CNPJ,24033082000139,AMANDA TADRA TEIXEIRA DE FREITAS & CIA LTDA - EPP,socios-brasil
34,CNPJ,08427251000169,AMANDA TAGRID INFORMACOES CADASTRAIS LTDA,socios-brasil
5,CNPJ,28612213000193,AMANDA TEDARDI RESENDE COSTA HOFFMANN - EIRELI - ME,socios-brasil
44,CNPJ,18784633000101,AMANDA TERESINHA CARABAJAL BACH 94190801020 [BELLA VISTA VASOS ARTESANAIS],gastos-diretos
10,CNPJ,20302767000182,AMANDATEX CONFECCOES LTDA - ME,socios-brasil
40,CNPJ,04285754000196,AMANDA THAIS DE OLIVEIRA E CIA LTDA - ME,socios-brasil
13,CNPJ,33579202000199,AMANDA THAIS PRODUTOS FARMACEUTICOS LTDA - ME,"socios-brasil,gastos-diretos"
20,CNPJ,18485413000179,AMANDA THOMAZ ACOSTA EQUIPAMENTOS - ME [CENTRO DOS EPIS],gastos-diretos
43,CNPJ,13038164000150,AMANDA TINOCO STUDIO HAIR LTDA - ME,socios-brasil
4,CNPJ,04337962000191,AMANDA TRANSPORTE DE CARGAS LTDA - ME,socios-brasil
5,CNPJ,04026648000198,AMANDA TRANSPORTE ESCOLAR E TURISMO S/C LTDA,socios-brasil
6,CNPJ,05505685000141,AMANDA TRANSPORTES ALTINOPOLIS LTDA - EPP,socios-brasil
7,CNPJ,03062206000134,A. MANDA TRANSPORTES E COMERCIO DE MADEIRAS LTDA - ME,socios-brasil
8,CNPJ,05974213000138,AMANDA TRANSPORTES LTDA,socios-brasil
9,CNPJ,18212800000131,AMANDA TRANSPORTES LTDA - ME,socios-brasil
10,CNPJ,05833823000111,AMANDA TRANSPORTES LTDA - ME,socios-brasil
11,CNPJ,08731219000172,AMANDA TRANSPORTES LTDA - ME,socios-brasil
12,CNPJ,17716553000148,AMANDA - TRANSPORTES RODOVIARIOS EIRELI - ME,socios-brasil
13,CNPJ,27291484000121,AMANDA TRANSPORTES SP 490 EIRELI - EPP,socios-brasil
21,CNPJ,09653141000188,AMANDA TRICOT LTDA - ME,socios-brasil
0,CNPJ,12221088000150,AMANDA TURISMO E TRANSPORTES EIRELI - ME,socios-brasil
1,CNPJ,42232108000150,AMANDA TURISMO LTDA,socios-brasil
2,CNPJ,04083452000135,AMANDA TURISMO LTDA - ME,socios-brasil
3,CNPJ,08928507000111,AMANDA TURISMO LTDA - ME,socios-brasil
6,CNPJ,07213931000117,AMANDA TURQUES PRESENTES LTDA - ME,socios-brasil
7,CNPJ,10268374000146,AMANDATUR TRANSPORTES LTDA - EPP,socios-brasil
8,CNPJ,07965602000122,AMANDA TUR - TURISMO LTDA,socios-brasil
13,CNPJ,08390800000178,AMANDAU FORNECIMENTO DE ALIMENTOS LTDA - ME,socios-brasil
14,CNPJ,09394294000158,AMANDAU IMPORTADORA E EXPORTADORA LTDA - ME,socios-brasil
27,CNPJ,12691943000197,AMANDA VALDERES ZANON E OUTRO,socios-brasil
24,CNPJ,13871949000109,AMANDA VASCONCELOS ANDRADE - ME [IRRIGACAO ZONA NORTE],gastos-diretos
46,CNPJ,25680400000116,AMANDA VAZ PSICOLOGIA EIRELI - ME,socios-brasil
4,CNPJ,12825185000152,"AMANDA VEICULOS, CONSULTORIA EM FINANCIAMENTOS LTDA",socios-brasil
5,CNPJ,04428754000106,AMANDA VEICULOS LTDA.,socios-brasil
6,CNPJ,01211703000121,AMANDA VEICULOS LTDA - ME,socios-brasil
7,CNPJ,12847101000181,AMANDA VEICULOS LTDA - ME,socios-brasil
41,CNPJ,08688770000180,AMANDA VERA ARAUJO AGUIAR & CIA LTDA - ME,socios-brasil
43,CNPJ,27644560000135,AMANDA VICENTE PINHEIRO SANTOS EIRELI - EPP,socios-brasil
46,CNPJ,12381491000147,AMANDA VICTOR CABELEIREIROS LTDA - ME,socios-brasil
2,CNPJ,24836177000190,AMANDA VICTORIA MERCADINHO EIRELI - ME,socios-brasil
17,CNPJ,02120884000143,AMANDA VIDEO LOCADORA LTDA - ME,socios-brasil
18,CNPJ,11081046000107,AMANDA VIDEO LOCADORA LTDA - ME,socios-brasil
19,CNPJ,01451995000170,AMANDA VIDEO LTDA - ME,socios-brasil
22,CNPJ,26711428000136,AMANDA VIDROS - EIRELI - EPP,"socios-brasil,gastos-diretos"
23,CNPJ,06928556000129,AMANDA VIDROS TEMPERADOS E BOX LTDA - ME,socios-brasil
32,CNPJ,20967603000174,AMANDA VIEIRA ARQUITETURA LTDA - EPP,socios-brasil
31,CNPJ,27270927000106,AMANDA VIEIRA TREINAMENTO E MEDIACAO EIRELI - ME,socios-brasil
46,CNPJ,24631971000106,AMANDA VILAS-BOAS ROGENSKI EIRELI - ME,socios-brasil
4,CNPJ,26197685000100,AMANDA VILELA PEREIRA - SOCIEDADE INDIVIDUAL DE ADVOCACIA,socios-brasil
35,CNPJ,06996396000155,AMANDA VISUAL MOVEIS LTDA - ME,socios-brasil
33,CNPJ,24923438000100,AMANDA VITORIA RECICLAGEM LTDA. - ME,socios-brasil
11,CNPJ,07630659000170,AMANDA & WILZA - FARMACIA LTDA - ME,"socios-brasil,gastos-diretos"
20,CNPJ,11190708000179,AMANDA XAVIER DA ROCHA E CIA LTDA - ME,socios-brasil
43,CNPJ,10962377000185,AMANDA YAMASHITA AIDAR & CIA LTDA - ME,socios-brasil
1,CNPJ,18742583000191,AMANDAY FAZENDA PARK HOTEL LTDA,socios-brasil
2,CNPJ,19704258000105,AMANDA YHASMIM SOARES DUARTE EIRELI - ME,socios-brasil
2,CNPJ,15264135000131,AMANDA ZEDAN DE CARVALHO - PSICOLOGIA EIRELI,socios-brasil
12,CNPJ,03045142000163,AMANDA ZOCCA INFORMATICA LTDA - ME,socios-brasil
29,CNPJ,27416590000194,AMANDE ALIMENTOS EIRELI - ME,socios-brasil
30,CNPJ,21752615000144,AMANDELLE CONFECCOES LTDA - ME,socios-brasil
31,CNPJ,65332546000195,AMANDELLI SUPER SALGADOS LTDA - EPP,socios-brasil
32,CNPJ,03516204000178,AMANDEL REPRESENTACOES LTDA - ME,socios-brasil
33,CNPJ,03671652000146,AMANDERCOL COMERCIO DE FRUTAS LTDA,socios-brasil
34,CNPJ,02038185000159,AMANDER CONFECCOES LTDA,socios-brasil
35,CNPJ,22513508000126,AMANDER - REPRESENTAÇÃO COMERCIAL LTDA - ME,socios-brasil
38,CNPJ,74525056000104,AMANDES & GOMES LTDA. - ME,socios-brasil
39,CNPJ,23643184000103,AMANDEX REPRESENTACOES COMERCIAIS LTDA - ME,socios-brasil
48,CNPJ,08697996000148,AMANDHAC PROCESSAMENTO DE DADOS LTDA. - ME,socios-brasil
11,CNPJ,08017047000170,AMANDHA LEE PRODUCOES ARTISTICAS LTDA. - ME,socios-brasil
13,CNPJ,02399166000158,AMANDHA MANUTENCAO PREDIAL LTDA - ME,socios-brasil
21,CNPJ,11116067000102,AMANDHA RIGOR LTDA - ME,socios-brasil
28,CNPJ,09494837000109,AMANDIA COMERCIO DE PRODUTOS ELETRODOMESTICOS LTDA - ME,"socios-brasil,gastos-diretos"
38,CNPJ,04779510000160,AMANDIAS SERVICOS DE MANUTENCAO E REFORMAS GERAIS LTDA - ME,socios-brasil
39,CNPJ,28686724000150,AMAN DIAS SERVICOS LTDA - ME,socios-brasil
41,CNPJ,11636437000132,AMAN'DICA COSMETICOS E PERFUMARIA LTDA - ME,socios-brasil
42,CNPJ,18019624000116,AMANDIE COMERCIO DE ALIMENTOS EIRELI - ME,socios-brasil
43,CNPJ,01288789000190,AMANDIER CONFECCOES LTDA - ME,socios-brasil
44,CNPJ,07467710000175,AMANDIGOR - EMPREENDIMENTOS IMOBILIARIOS LTDA - ME,socios-brasil
45,CNPJ,13596196000170,AMANDIGOR SERVICOS ADMINISTRATIVOS LTDA - EPP,socios-brasil
46,CNPJ,01988804000103,AMANDIKA MODA INFANTO JUVENIL LTDA - ME,socios-brasil
47,CNPJ,09395941000146,AMANDINA COMERCIO E SERVICOS EM OFFSHORE LTDA - EPP,"socios-brasil,gastos-diretos"
48,CNPJ,04860791000180,AMANDINA E ALMEIDA CORRETORA DE SEGUROS S/C LTDA - ME,socios-brasil
49,CNPJ,20923187000102,AMANDINE COMERCIO E SERVICO DE BELEZA LTDA - ME,socios-brasil
0,CNPJ,04570949000188,AMANDINE CORRETORA DE SEGUROS DE VIDA LTDA. - ME,socios-brasil
3,CNPJ,11157487000137,AMANDINE IMPORTACAO E EXPORTACAO DE PRODUTOS DE ARTESANATO LTDA. - ME,socios-brasil
5,CNPJ,26480242000113,AMANDINE PARTICIPACOES E FRANQUIAS EIRELI,socios-brasil
7,CNPJ,09674174000104,AMANDINHA CONFECCOES REPRESENTACOES E ADMINISTRADORA LTDA - ME,socios-brasil
8,CNPJ,23632308000155,AMANDINI COMERCIO DE ARTIGOS DE ILUMINACAO LTDA. - ME,socios-brasil
14,CNPJ,20883167000155,AMANDIO AMERICO PIRES E CIA LTDA - EPP,socios-brasil
18,CNPJ,83694919000150,AMANDIO BAMBERG & CIA LTDA - ME,socios-brasil
20,CNPJ,15181335000120,AMANDIO CANOVA MODA VESTUARIO LTDA - ME,socios-brasil
23,CNPJ,19161394000198,AMANDIO CEZAR DE GOIS - EIRELI - ME,socios-brasil
25,CNPJ,16884896000159,AMANDIO COMERCIO DE LATICINIOS E FRIOS LTDA - ME,socios-brasil
26,CNPJ,04376658000153,AMANDIO COMERCIO DE VEICULOS LTDA.,socios-brasil
37,CNPJ,56397011000101,AMANDIO DOS SANTOS & CIA LTDA - ME,socios-brasil
39,CNPJ,01000901000146,AMANDIO E AMANDIO LIMITADA - ME,socios-brasil
42,CNPJ,03635294000116,AMANDIO E LIMA LTDA,socios-brasil
44,CNPJ,84043322000108,AMANDIO FERNANDES SPENGLER JUNIOR & CIA LTDA,socios-brasil
0,CNPJ,03230290000158,AMANDIO GEHLEN TRASPORTES LTDA - ME,socios-brasil
1,CNPJ,06281129000100,AMANDIO GOMES BUENO - ME,gastos-diretos
5,CNPJ,08634645000198,AMANDIO MANOEL PEREIRA PINHO E OUTROS,socios-brasil
8,CNPJ,03847783000131,AMANDIO & OLIVEIRA ARCEBURGO LTDA,socios-brasil
9,CNPJ,33430703000109,AMANDIO ORGANIZACAO DE EVENTOS LTDA - ME,socios-brasil
14,CNPJ,89389043000114,AMANDIO PILGER E FILHO LTDA - EPP,socios-brasil
17,CNPJ,01505027000107,AMANDIO REPRESENTACAO LTDA - ME,socios-brasil
19,CNPJ,14437943000190,AMANDIO RIOS PALHARES - EIRELI - EPP,socios-brasil
22,CNPJ,05683348000144,AMANDIO & SAMHAN LTDA - ME,socios-brasil
25,CNPJ,26559218000174,AMANDIO & SILVA EMPREITEIRA DE MAO DE OBRA LTDA - ME,socios-brasil
34,CNPJ,07725201000103,AMANDISBEL BEBIDAS LTDA - ME,socios-brasil
35,CNPJ,07347498000102,AMANDISIS BAZAR LTDA,socios-brasil
36,CNPJ,17979738000145,AMANDIS MODAS E PAPELARIA LTDA - ME,socios-brasil
37,CNPJ,11347111000195,"AMAN DISTRIBUICAO, REPRESENTACAO E LOGISTICA LTDA - ME",socios-brasil
38,CNPJ,07352572000189,AMANDITA CORRETORA DE SEGUROS LTDA - ME,socios-brasil
39,CNPJ,27424436000164,AMANDITA DOCES EIRELI - ME,socios-brasil
40,CNPJ,21186607000188,AMANDITA ITU COMERCIO DE ROUPAS EIRELI - ME,socios-brasil
41,CNPJ,10600145000187,AMANDITA MODAS COMERCIO DE ROUPAS LTDA - ME,socios-brasil
42,CNPJ,12025926000110,AMANDITA MODAS LTDA - ME,socios-brasil
43,CNPJ,26605140000187,AMANDITA PAES E DOCES LTDA - ME,socios-brasil
44,CNPJ,06262139000190,AMANDITA REPRESENTACOES LTDA - ME,socios-brasil
45,CNPJ,01530079000125,AMANDITA SERVICOS DE VEICULOS LTDA - ME,socios-brasil
46,CNPJ,16500887000117,AMANDITA SORVETERIA LTDA - ME,socios-brasil
47,CNPJ,14779085000162,AMANDITTA PADARIA E CONFEITARIA LTDA - ME,socios-brasil
48,CNPJ,07831162000110,"AMANDLA ASSESSORIA, MAO DE OBRA ESPECIALIZADA E COMERCIO DE EQUIPAMENTOS DE SEGURANCA LTDA. - ME",socios-brasil
49,CNPJ,34187708000115,AMANDLA COMERCIO DE ROUPAS E ACESSORIOS LTDA - EPP,socios-brasil
0,CNPJ,23449692000155,AMANDLA CONSULTORIA LTDA - ME,socios-brasil
5,CNPJ,09606396000190,AMANDMAR COMERCIO DE PRODUTOS DE INFORMATICA E MATERIAIS ELETRICOS LTDA - ME,"socios-brasil,gastos-diretos"
7,CNPJ,15224655000110,AMANDO AO PROXIMO,socios-brasil
8,CNPJ,27402862000105,AMANDO BARRETO RIBEIRO SOCIEDADE INDIVIDUAL DE ADVOCACIA,socios-brasil
9,CNPJ,00121575000162,AMANDO BENTO PRODUCOES ARTISTICAS E EVENTOS LTDA - ME,socios-brasil
10,CNPJ,13519103000104,AMANDO BEZERRA DA SILVA & CIA LTDA - ME,socios-brasil
13,CNPJ,18769416000134,AMANDO COMBATENTE REPRESENTACOES LTDA,socios-brasil
14,CNPJ,13152560000103,"AMANDO - COMUNICACAO, MARKETING & SERVICOS LTDA - ME",socios-brasil
16,CNPJ,04134646000112,AMANDO DALLA ROSA & CIA LTDA - ME,socios-brasil
18,CNPJ,04058838000197,AMANDO DE BARROS ADVOGADOS ASSOCIADOS,socios-brasil
19,CNPJ,17067177000108,AMANDO DE BARROS HAMBURGUERIA EIRELI - ME,socios-brasil
25,CNPJ,12577536000153,AMANDO E TORRES ADVOCACIA E CONSULTORIA,"socios-brasil,gastos-diretos"
27,CNPJ,11732458000151,AMANDO EXPRESS LTDA - ME,socios-brasil
40,CNPJ,08847521000190,AMANDO MOTA DA SILVA FILHO & CIA LTDA - ME,socios-brasil
45,CNPJ,27654121000103,AMANDO O PAO PADARIA E LANCHONETE LTDA - ME,socios-brasil
46,CNPJ,26610841000104,AMANDO PARRA GROSSI E OUTROS,socios-brasil
48,CNPJ,03550937000129,AMANDO PROENCA ALVES & CIA LTDA.,socios-brasil
49,CNPJ,10768023000102,AMANDO PROENCA ALVES & CIA LTDA. - ME,socios-brasil
0,CNPJ,20618910000140,"AMANDO, PROTEGENDO E AJUDANDO MUITOS ANIMAIS",socios-brasil
2,CNPJ,00116890000100,A.M.ANDORINHA REPRESENTACAO COMERCIAL LTDA - ME,socios-brasil
3,CNPJ,08746369000150,AMANDO RODRIGUES DE OLIVEIRA E OUTRA,socios-brasil
4,CNPJ,24130523000110,AMANDO SAUDE S/S LTDA - ME,socios-brasil
6,CNPJ,08511098000153,AMANDO SIMOES GROSSI E OUTROS,socios-brasil
7,CNPJ,09390184000118,AMANDO SIMOES GROSSI E OUTROS,socios-brasil
12,CNPJ,07583906000125,AMANDO VIDAS EVENTOS LTDA - EPP,socios-brasil
13,CNPJ,09171609000106,AMANDO VIDAS PRODUTORA E GRAVADORA LTDA - ME,socios-brasil
15,CNPJ,14553641000188,A.M. ANDRADE - BAR E LANCHONETE - LTDA - ME,socios-brasil
16,CNPJ,92369875000183,A M ANDRADE DE ARAUJO REPRESENTACOES LTDA - ME,socios-brasil
17,CNPJ,14969005000131,A & M ANDRADE DEMOLICOES LTDA,socios-brasil
18,CNPJ,03835169000150,A. M. ANDRADE E ANDRADE LTDA - ME,socios-brasil
19,CNPJ,02522224000199,A.M. ANDRADE FERREIRA S/C LTDA,socios-brasil
20,CNPJ,07843507000156,A.M. ANDRADE INFORMATICA LTDA - ME,socios-brasil
21,CNPJ,09488157000182,A.M ANDRADE MERCEARIA LTDA - ME,socios-brasil
22,CNPJ,04360511000175,AM ANDRADE PECAS E SERVICOS LTDA - ME,socios-brasil
23,CNPJ,06539624000168,A M ANDRADE REPRESENTACOES LTDA - ME,socios-brasil
24,CNPJ,05805210000170,AMANDRA SERVICOS LTDA,socios-brasil
25,CNPJ,10989854000104,AMANDRE INDUSTRIA DO VESTUARIO EIRELI - ME,socios-brasil
26,CNPJ,04273544000188,AMANDRESSA'S AUTO CENTER LTDA - ME,socios-brasil
27,CNPJ,15203610000160,AMANDREY PRESENTES LTDA - ME,socios-brasil
28,CNPJ,02395094000170,AMANDREY REPRESENTACAO COMERCIAL LTDA - ME,socios-brasil
29,CNPJ,05388770000177,AMANDRIANA SOCIEDADE CIVIL LTDA.,socios-brasil
30,CNPJ,03977192000189,AMANDRIGO PAPELARIA E LIVRARIA LTDA,socios-brasil
31,CNPJ,18328662000150,AMANDRI - PRESTACAO DE SERVICOS EIRELI - EPP,socios-brasil
33,CNPJ,04748845000110,AMANDY BARBIERA COSMETICOS LTDA - ME,socios-brasil
35,CNPJ,10849955000171,AMANDY COMERCIO DE ARTIGOS DE VESTUARIO E ACESSORIOS EIRELI - ME,socios-brasil
36,CNPJ,14768504000160,AMANDY CONFECCOES LTDA - EPP,socios-brasil
37,CNPJ,12196230000157,AMANDY EMPREENDIMENTOS E PARTICIPACOES IMOBILIARIOS SPE LTDA,socios-brasil
38,CNPJ,26314813000140,AMANDY MINI MERCADO EIRELI - ME,socios-brasil
39,CNPJ,06369562000193,AMANDY MODA E ESPORTE LTDA - ME,socios-brasil
40,CNPJ,10495374000189,AMANDY PARTICIPACOES LTDA,socios-brasil
41,CNPJ,26168192000133,AMANDY SABORES EIRELI - ME,socios-brasil
42,CNPJ,05311164000153,AMANDY SOFTWARE LTDA - EPP,socios-brasil
43,CNPJ,21755818000194,AMANE 2 LOCADORA TURISTICA LTDA - ME,socios-brasil
44,CNPJ,02409186000162,A MANEA COMERCIAL DE ALIMENTOS LTDA,socios-brasil
